,Unnamed: 0,bodyId,type,class,subclass,hemilineage,size,predictedNt,predictedNtProb,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,somaSide,motor module,step contribution
0,0,10000,DNp01,descending neuron,lt,,38743961712,acetylcholine,0.5142119526863098,0.5142119526863098,0.1707151234149933,0.217547133564949,,,
1,1,10002,DNp01,descending neuron,lt,,39414880927,acetylcholine,0.4596285223960876,0.4596285223960876,0.1434814184904098,0.2562304139137268,,,
2,2,10010,IN07B001,intrinsic neuron,BI,07B,13014023633,acetylcholine,0.939965009689331,0.9403931498527528,0.0129894260317087,0.0428361929953098,LHS,,
3,3,10012,DNp18,descending neuron,xn,,11298761013,acetylcholine,0.8552566766738892,0.8552566766738892,0.0419239997863769,0.097816064953804,,,
4,4,10016,AN19B001,ascending neuron,BA,19B,11932392103,acetylcholine,0.919254183769226,0.9200132489204408,0.0164795219898223,0.0592845864593982,LHS,,
5,5,10018,IN07B001,intrinsic neuron,BI,07B,12151149374,acetylcholine,0.93147611618042,0.93147611618042,0.0171850994229316,0.0471343100070953,RHS,,
6,6,10019,IN14A012,intrinsic neuron,BR,14A,1421170961,glutamate,0.9238135814666748,0.0213198848068714,0.0534799508750438,0.9238135814666748,RHS,,
7,7,10021,DNp18,descending neuron,xn,,10059881496,acetylcholine,0.8156769871711731,0.8156769871711731,0.0448549054563045,0.1349522471427917,,,
8,8,10022,vMS16,ascending neuron,BA,27X,8931792794,gaba,0.4759538769721985,0.288693755865097,0.4759538769721985,0.1959781646728515,RHS,,
9,9,10023,DNp20,descending neuron,xn,,8826433455,glutamate,0.3727258145809173,0.2689374387264251,0.2682050764560699,0.3727258145809173,,,
10,10,10052,ANXXX002,ascending neuron,BA,TBD,9696995258,gaba,0.8214159607887268,0.0051956409588456,0.8214159607887268,0.1703768819570541,RHS,,
11,11,10056,vMS16,ascending neuron,BA,27X,9371355727,gaba,0.4687187075614929,0.3047465682029724,0.4687187075614929,0.1867400258779525,LHS,,
12,12,10058,DNg108,descending neuron,xl,,7567428929,gaba,0.7488880753517151,0.005010915454477,0.7488880753517151,0.243154227733612,,,
13,13,10059,INXXX003,intrinsic neuron,BI,TBD,7833374489,gaba,0.8719554543495178,0.0045370352454483,0.8721455335617065,0.1199875473976135,RHS,,
14,14,10060,IN16B020,intrinsic neuron,BR,16B,2084025643,glutamate,0.8622360229492188,0.0190030559897422,0.1147432252764701,0.8622360229492188,LHS,,
15,15,10061,DNxl053,descending neuron,xl,,6948733971,acetylcholine,0.9150179028511048,0.9150179028511048,0.0211731307208538,0.0612965375185012,,,
16,16,10063,AN19B001,ascending neuron,BA,19B,10943758374,acetylcholine,0.8831222653388977,0.8837518692016602,0.0243565943092107,0.0871950834989547,RHS,,
17,17,10065,INXXX003,intrinsic neuron,BI,TBD,7885747975,gaba,0.8687720894813538,0.0035035237669944,0.869053065776825,0.1236270144581794,LHS,,
18,18,10066,IN05B003,intrinsic neuron,BI,05B,5534255087,gaba,0.811722993850708,0.0098438402637839,0.811722993850708,0.1754268109798431,RHS,,
19,19,10083,vMS17,intrinsic neuron,BI,27X,7722652998,gaba,0.5960081815719604,0.2332309037446975,0.5960081815719604,0.1252008378505706,RHS,,
20,20,10084,IN01A001,intrinsic neuron,BI,01A,6889022429,acetylcholine,0.9152454137802124,0.916157066822052,0.0162708014249801,0.0614091195166111,RHS,,
21,21,10086,DNg105,descending neuron,xl,,7089011948,gaba,0.9014056921005248,0.0120129166170954,0.9014056921005248,0.0835998952388763,,,
22,22,10089,IN08B001,intrinsic neuron,BI,08B,7034002420,acetylcholine,0.932861864566803,0.932861864566803,0.0138869173824787,0.0507330410182476,LHS,,
23,23,10090,IN07B002,intrinsic neuron,BI,07B,6409353415,acetylcholine,0.6856565475463867,0.6862099766731262,0.0765081197023391,0.2210798412561416,RHS,,
24,24,10091,IN08B001,intrinsic neuron,BI,08B,7057392580,acetylcholine,0.9081155061721802,0.9081155061721802,0.0291049759835004,0.0585110187530517,RHS,,
25,25,10093,DNg100,descending neuron,xl,,7124816452,acetylcholine,0.9575194716453552,0.9575194716453552,0.0138680161908268,0.0258214343339204,,,
26,26,10095,DNg105,descending neuron,xl,,6875260186,gaba,0.8923010230064392,0.0081567345187067,0.8923010230064392,0.0936223417520523,,,
27,27,10096,IN27X002,intrinsic neuron,BI,27X,7077486284,gaba,0.540687620639801,0.2228342890739441,0.540687620639801,0.1843061596155166,RHS,,
28,28,10097,DNxl080,descending neuron,xl,,6270115289,gaba,0.9310595989227296,0.0071173240430653,0.9310595989227296,0.0569547899067401,,,
29,29,10101,DNg15,descending neuron,xn,,6755012412,acetylcholine,0.7180117964744568,0.7180117964744568,0.0466017425060272,0.223964661359787,,,
30,30,10102,ANXXX002,ascending neuron,BA,TBD,9115741169,gaba,0.7824704647064209,0.0041633592918515,0.782762885093689,0.208806574344635,LHS,,
31,31,10103,DNg74,descending neuron,xl,,6784050203,gaba,0.9120744466781616,0.0027757291682064,0.9120744466781616,0.0815306901931762,,,
32,32,10107,DNg74,descending neuron,xl,,6774685563,gaba,0.9551556706428528,0.002018233994022,0.9551556706428528,0.0409526117146015,,,
33,33,10111,DNxl053,descending neuron,xl,,6694265986,acetylcholine,0.9131433963775636,0.9131433963775636,0.0122848497703671,0.0695684105157852,,,
34,34,10112,AN19B001,ascending neuron,BA,19B,7710962732,acetylcholine,0.8135411143302917,0.8135411143302917,0.0415711291134357,0.1368281692266464,RHS,,
35,35,10113,DNp11,descending neuron,xn,,6693768356,acetylcholine,0.8665428757667542,0.8665428757667542,0.0340480282902717,0.0891893953084945,,,
36,36,10117,DNxl080,descending neuron,xl,,6650476975,gaba,0.9094358682632446,0.0078032258898019,0.9094358682632446,0.0748115330934524,,,
37,37,10118,DNa02,descending neuron,xl,,6179155956,acetylcholine,0.870474100112915,0.870474100112915,0.0225287098437547,0.1002387106418609,,,
38,38,10119,IN27X002,intrinsic neuron,BI,27X,7372364247,gaba,0.5700607895851135,0.2233380526304245,0.5700607895851135,0.1557759940624237,LHS,,
39,39,10121,DNg15,descending neuron,xn,,6557652533,acetylcholine,0.8121945858001709,0.8121945858001709,0.029727067798376,0.1533148288726806,,,
40,40,10122,DNp11,descending neuron,xn,,6234312364,acetylcholine,0.8524759411811829,0.8524759411811829,0.0452463589608669,0.0907537788152694,,,
41,41,10124,IN13B006,intrinsic neuron,CR,13B,2108584320,glutamate,0.5288371443748474,0.0424134321510791,0.3966606259346008,0.5289124250411987,RHS,,
42,42,10126,DNa02,descending neuron,xl,,6459395030,acetylcholine,0.8850436806678772,0.8850436806678772,0.0205432679504156,0.0902571305632591,,,
43,43,10136,IN12B002,intrinsic neuron,BI,12B,6134429547,gaba,0.9200947284698486,0.0030561094172298,0.9200947284698486,0.074450634419918,LHS,,
44,44,10138,DNg16,descending neuron,xl,,5772811572,acetylcholine,0.9120277166366576,0.9120277166366576,0.0126873534172773,0.0715110972523689,,,
45,45,10152,IN01A001,intrinsic neuron,BI,01A,6570701378,acetylcholine,0.923986792564392,0.923986792564392,0.0110734505578875,0.0606117844581604,LHS,,
46,46,10154,IN19A003,intrinsic neuron,IR,19A,6047603151,gaba,0.729745626449585,0.01273800060153,0.7301874160766602,0.2437027990818023,RHS,,
47,47,10157,DNp02,descending neuron,lt,,4422509164,acetylcholine,0.8369423747062683,0.8369423747062683,0.0354512073099613,0.1122327670454979,,,
48,48,10163,AN23B003,ascending neuron,BA,23B,3296748513,acetylcholine,0.9477078318595886,0.9477078318595886,0.0097033018246293,0.0401076711714267,LHS,,
49,49,10165,AN18B001,ascending neuron,BA,18B,5769611266,acetylcholine,0.9648694396018982,0.9659079909324646,0.0059257154352962,0.0251315794885158,RHS,,
50,50,10179,AN04B001,ascending neuron,IA,04B,5912846764,acetylcholine,0.8861600756645203,0.8861600756645203,0.0338091738522052,0.0756102353334426,RHS,,
51,51,10182,AN19B001,ascending neuron,BA,19B,8783657880,acetylcholine,0.8676943778991699,0.8678339123725891,0.0254371520131826,0.102243423461914,LHS,,
52,52,10185,IN13A003,intrinsic neuron,IR,13A,3899298432,glutamate,0.5104019641876221,0.0036393366754055,0.5104019641876221,0.4789603650569916,LHS,,
53,53,10192,IN19A003,intrinsic neuron,IR,19A,5686084011,gaba,0.7946125864982605,0.0123315025120973,0.7951136827468872,0.1886849701404571,LHS,,
54,54,10194,DNd02,descending neuron,xl,,4138060969,glutamate,0.7269038558006287,0.1177407056093216,0.1381864100694656,0.7269038558006287,,,
55,55,10196,IN19A001,intrinsic neuron,IR,19A,5503265402,gaba,0.8273348808288574,0.0064285569824278,0.8279613256454468,0.1634236127138137,LHS,,
56,56,10199,IN19A008,intrinsic neuron,IR,19A,5572419521,gaba,0.7133600115776062,0.0159504190087318,0.7136873006820679,0.2641465067863464,LHS,,
57,57,10205,AN19B004,ascending neuron,BA,19B,6090735741,acetylcholine,0.7893985509872437,0.7902067303657532,0.0406036600470542,0.1596922278404235,LHS,,
58,58,10209,IN02A003,intrinsic neuron,II,02A,5329759343,glutamate,0.9384387731552124,0.0172128621488809,0.0397109352052211,0.9386759400367736,RHS,,
59,59,10210,DNg34,descending neuron,xl,,5540794180,gaba,0.5854416489601135,0.1441627740859985,0.5854416489601135,0.2501294314861297,,,
60,60,10211,AN04B001,ascending neuron,IA,04B,5873216874,acetylcholine,0.911432445049286,0.911432445049286,0.0232577323913574,0.0627714991569519,LHS,,
61,61,10213,IN19A001,intrinsic neuron,IR,19A,5742390194,gaba,0.7828769087791443,0.0167961083352565,0.7832260131835938,0.1961286216974258,RHS,,
62,62,10217,DNg34,descending neuron,xl,,5438582031,gaba,0.5711410641670227,0.1563035100698471,0.5711410641670227,0.2503800690174103,,,
63,63,10220,IN19B003,intrinsic neuron,BR,19B,5816170920,acetylcholine,0.9279530644416808,0.9285560846328736,0.0072411973960697,0.0607068054378032,RHS,,
64,64,10222,INXXX008,intrinsic neuron,BI,TBD,7070982788,glutamate,0.3692266941070556,0.1980641782283783,0.3228398263454437,0.3696988523006439,LHS,,
65,65,10228,GFC1,intrinsic neuron,BI,18B,2862800308,glutamate,0.5577539801597595,0.1703581362962722,0.1800821125507354,0.5587751865386963,RHS,,
66,66,10230,IN13A009,intrinsic neuron,IR,13A,3008534529,glutamate,0.6553709506988525,0.0124052548781037,0.315270721912384,0.6553709506988525,RHS,,
67,67,10232,AN19B004,ascending neuron,BA,19B,5865178124,acetylcholine,0.8485598564147949,0.8490388989448547,0.0332986190915107,0.1121394261717796,RHS,,
68,68,10235,IN13A001,intrinsic neuron,IR,13A,6188417342,gaba,0.6401179432868958,0.0142556829378008,0.6406377553939819,0.3387336134910583,RHS,,
